#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-07-18T02:49:11 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-07-18T02:49:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-source=J/A+A/682/A149/models&-order=I&-out=logMgas&-out=Lstar&-out=gamma&-out=psi&-out=hc&-out=Rc&-out=inc&-out=L12COJ21&-out=R12COJ21&-out=L12COJ32&-out=R12COJ32&-out=L13COJ21&-out=R13COJ21&-out=L13COJ32&-out=R13COJ32&-out=LC18OJ21&-out=RC18OJ21&-out=LC18OJ32&-out=RC18OJ32&-out=LC17OJ21&-out=RC17OJ21&-out=LC17OJ32&-out=RC17OJ32&-out=L13C18OJ21&-out=R13C18OJ21&-out=L13C18OJ32&-out=R13C18OJ32&-out=L13C17OJ21&-out=R13C17OJ21&-out=L13C17OJ32&-out=R13C17OJ32&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36820149
#Name: J/A+A/682/A149
#Title: Herbig disks gas mass using CO isotopologues (Stapper+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/682/a149	    IVOID of underlying data collection
#INFO	creator=Stapper L.M.	    First author or institution
#INFO	cites=bibcode:2024A&A...682A.149S	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/682/A149	    Dataset landing page
#INFO	publication_date=2024-02-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_682_A149_models:
#Name: J/A+A/682/A149/models
#Title: The luminosities and radii extracted from the models and the model parameters
#Column	logMgas	(F4.1)	The tenth logarithm of the gas mass	[ucd=phys.mass]
#Column	Lstar	(F4.1)	Stellar luminosity	[ucd=phys.luminosity]
#Column	gamma	(F4.1)	Surface density profile power law index	[ucd=stat.param]
#Column	psi	(F4.1)	Flaring index vertical distribution	[ucd=stat.param]
#Column	hc	(F5.2)	Scale height at distance Rc	[ucd=stat.param]
#Column	Rc	(F5.1)	Critical radius surface density profile	[ucd=phys.angSize;src]
#Column	inc	(F4.1)	Inclination of the disk	[ucd=src.orbital.inclination]
#Column	L12COJ21	(F26.16)	Luminosity of the ^12^CO J=2-1 line	[ucd=phys.luminosity]
#Column	R12COJ21	(F20.15)	90% radius of the ^12^CO J=2-1 line	[ucd=phys.size.radius]
#Column	L12COJ32	(F26.16)	Luminosity of the ^12^CO J=3-2 line	[ucd=phys.luminosity]
#Column	R12COJ32	(F20.15)	90% radius of the ^12^CO J=3-2 line	[ucd=phys.size.radius]
#Column	L13COJ21	(F25.16)	Luminosity of the ^13^CO J=2-1 line	[ucd=phys.luminosity]
#Column	R13COJ21	(F20.15)	90% radius of the ^13^CO J=2-1 line	[ucd=phys.size.radius]
#Column	L13COJ32	(F26.16)	Luminosity of the ^13^CO J=3-2 line	[ucd=phys.luminosity]
#Column	R13COJ32	(F20.15)	90% radius of the ^13^CO J=3-2 line	[ucd=phys.size.radius]
#Column	LC18OJ21	(D23.16)	Luminosity of the C^18^O J=2-1 line	[ucd=phys.luminosity]
#Column	RC18OJ21	(F20.15)	90% radius of the C^18^O J=2-1 line	[ucd=phys.size.radius]
#Column	LC18OJ32	(D21.14)	Luminosity of the C^18^O J=3-2 line	[ucd=phys.luminosity]
#Column	RC18OJ32	(F20.15)	90% radius of the C^18^O J=3-2 line	[ucd=phys.size.radius]
#Column	LC17OJ21	(F24.16)	Luminosity of the C^17^O J=2-1 line	[ucd=phys.luminosity]
#Column	RC17OJ21	(F19.15)	90% radius of the C^17^O J=2-1 line	[ucd=phys.size.radius]
#Column	LC17OJ32	(D22.15)	Luminosity of the C^17^O J=3-2 line	[ucd=phys.luminosity]
#Column	RC17OJ32	(F19.15)	90% radius of the C^17^O J=3-2 line	[ucd=phys.size.radius]
#Column	L13C18OJ21	(D23.16)	Luminosity of the ^13^C^18^O J=2-1 line	[ucd=phys.luminosity]
#Column	R13C18OJ21	(F20.15)	90% radius of the ^13^C^18^O J=2-1 line	[ucd=phys.size.radius]
#Column	L13C18OJ32	(D22.15)	Luminosity of the ^13^C^18^O J=3-2 line	[ucd=phys.luminosity]
#Column	R13C18OJ32	(F19.15)	90% radius of the ^13^C^18^O J=3-2 line	[ucd=phys.size.radius]
#Column	L13C17OJ21	(D22.15)	Luminosity of the ^13^C^17^O J=2-1 line	[ucd=phys.luminosity]
#Column	R13C17OJ21	(F20.15)	90% radius of the ^13^C^17^O J=2-1 line	[ucd=phys.size.radius]
#Column	L13C17OJ32	(D21.14)	Luminosity of the ^13^C^17^O J=3-2 line	[ucd=phys.luminosity]
#Column	R13C17OJ32	(F19.15)	90% radius of the ^13^C^17^O J=3-2 line	[ucd=phys.size.radius]
logMgas;Lstar;gamma;psi;hc;Rc;inc;L12COJ21;R12COJ21;L12COJ32;R12COJ32;L13COJ21;R13COJ21;L13COJ32;R13COJ32;LC18OJ21;RC18OJ21;LC18OJ32;RC18OJ32;LC17OJ21;RC17OJ21;LC17OJ32;RC17OJ32;L13C18OJ21;R13C18OJ21;L13C18OJ32;R13C18OJ32;L13C17OJ21;R13C17OJ21;L13C17OJ32;R13C17OJ32
-5.0;20.0; 0.4; 0.1; 0.05; 10.0;70.0;   100258.4975695376342628;  24.837862132882961;   269089.8072622078470886;  25.375981016531512;   12180.5999126838541997;  22.161160293428580;    43580.8316080401127692;  22.254146096466300; 6.2776909145675063e+02;  20.899320234733111; 2.58877421546574e+03;  20.898128649792731;    224.8429016093454322; 20.903066128052121; 9.500628179983934e+02; 20.896411401508690; 1.2462555229734551e+01;  21.345357788352359; 5.365619540733488e+01; 21.329205276898666; 4.416377056974201e+00;  21.354399671060818; 1.89389491575364e+01; 21.337756187607940
-5.0;20.0; 0.4; 0.1; 0.05; 30.0;10.0;   299314.2621580152190290;  46.110351612369243;   853121.8812018114840612;  47.590987680962989;   11091.0121606261873239;  41.208057470968427;    46714.7603498029275215;  41.105453223293225; 7.0342847593378366e+01;  47.913072440733274; 3.08948589908848e+02;  47.526043681126254;     25.2075911630563709; 47.958327628900442; 1.103478170923636e+02; 47.560933379899126; 1.7268837259244472e+00;  43.973547617913525; 7.579529249245319e+00; 43.610759706075228; 6.157517285310627e-01;  44.004807060159045; 2.69355256299020e+00; 43.630407591382337
-5.0;20.0; 0.4; 0.1; 0.05; 30.0;40.0;   269064.1130840107798576;  46.593072230699178;   759263.7327142406720668;  47.889554521869400;   11008.9172239682684449;  41.167756785076612;    46086.6191856135701528;  41.114009332645871; 6.9946162726999148e+01;  47.946200207939121; 3.06986149673915e+02;  47.570291800738516;     25.0698983875995154; 47.989354419906014; 1.096678293624222e+02; 47.602992265802207; 1.7182945681515500e+00;  43.948524783636017; 7.537293341378796e+00; 43.584452004898566; 6.129663325081381e-01;  43.978320489448073; 2.67879318248847e+00; 43.602462471924127
-5.0;20.0; 0.4; 0.1; 0.05; 30.0;70.0;   229805.1824641517014243;  49.024151186224380;   631695.5894224889343604;  50.330139310292800;   10852.3830233247899741;  42.950885408342877;    44988.1091781138820807;  42.973532963011415; 6.9585056028309822e+01;  50.671197716599728; 3.05055659569824e+02;  50.289062307756296;     24.9416823954627311; 50.715248439817550; 1.089855594802904e+02; 50.320945793995953; 1.7103874959331111e+00;  45.379760137048230; 7.493900265311574e+00; 45.030759429745721; 6.098298361461892e-01;  45.400382634280078; 2.66298196388775e+00; 45.037879796585322
-5.0;20.0; 0.4; 0.1; 0.05; 60.0;10.0;   239817.7626880790339783;  54.638352653023517;   837798.7553640232654288;  56.807811474357848;    4113.1275511750627629;  55.524961889675751;    18282.1388249448391434;  55.201821933276129; 3.9157837526815463e+01;  76.903452778914840; 1.76453644311121e+02;  75.855014930397346;     14.0583384547855594; 77.139388615589269; 6.316565446304341e+01; 76.063205964263361; 5.7414816700430382e-01;  79.888948865952145; 2.586111470494583e+00; 78.945366534805231; 2.014628374501183e-01;  80.161792973710476; 9.03850769012501e-01; 79.188967986402830
-5.0;20.0; 0.4; 0.1; 0.05; 60.0;40.0;   224172.0215158386272378;  55.219589551823937;   764576.8669206809718162;  58.097089065008390;    4107.2432967465383626;  55.380283818880201;    18231.0320978359377477;  55.076804787151680; 3.9156924665931747e+01;  77.499302145017751; 1.76433947582103e+02;  76.527027885752034;     14.0581702192065716; 77.720268224513589; 6.315942828369423e+01; 76.721112093541279; 5.7356921717443377e-01;  80.309548752770056; 2.581830972194646e+00; 79.420755320060749; 2.013238602325879e-01;  80.552901786890857; 9.02035287676131e-01; 79.644523326013257
-5.0;20.0; 0.4; 0.1; 0.05; 60.0;70.0;   191398.7376987102034036;  58.642982894570885;   631967.4875171416206285;  62.571550524500410;    4087.6116383234511886;  56.547306111923888;    18071.7287922252544377;  56.370976537043127; 3.9135083299006730e+01;  79.508643241629997; 1.76294221350507e+02;  78.507788406092516;     14.0502441290613760; 79.686489231402689; 6.310858895460517e+01; 78.718323297861815; 5.7280264810089787e-01;  81.761701501979815; 2.579829700262209e+00; 81.100456093118339; 2.014635689091580e-01;  81.926799312893166; 9.00484594512107e-01; 81.269183275266187
-5.0;20.0; 0.4; 0.1; 0.05;200.0;10.0;    16572.0393658781831618; 161.848399755958923;    78244.0336848557344638; 151.494555799475393;     184.9233197128059487; 186.440844103831267;      865.6607307926831254; 172.257183534538257; 1.0656127161897553e+01; 214.178694249148634; 4.94637296657290e+01; 204.353655092892126;      3.8397964229335968;213.928181303450316; 1.778156005620232e+01;203.735444037076832; 1.3831634428807121e-01; 223.132331812278892; 6.375923639954818e-01;214.879224424998853; 4.429313641549160e-02; 223.755544262152284; 2.02900154462998e-01;215.870682329671723
-5.0;20.0; 0.4; 0.1; 0.05;200.0;40.0;    16569.1077248607107322; 162.123598991965878;    78196.3604381822078722; 151.816676183137332;     184.9672306618737707; 186.271509190624926;      865.8922697629222966; 172.975952526386237; 1.0660508601544958e+01; 214.376330788215881; 4.94868671780705e+01; 204.519167704682474;      3.8412132590933674;214.102448891073124; 1.778967925154050e+01;203.925080679523148; 1.3846007598935919e-01; 223.282935226649755; 6.376816019983170e-01;215.125235681703600; 4.421157873257240e-02; 223.920731756266719; 2.02897960085879e-01;216.170856434454748
-5.0;20.0; 0.4; 0.1; 0.05;200.0;70.0;    16540.6601709916249092; 163.236691536629451;    77897.4439084803598234; 151.809163541388614;     184.9627950942672499; 186.778988867377592;      865.8110017377846361; 173.730265379422548; 1.0660490315068968e+01; 215.954060500257498; 4.94852521165148e+01; 204.921589297054396;      3.8412491005863090;215.707861570695286; 1.778888488702034e+01;204.255002166633801; 1.3842716033257571e-01; 225.057477764194715; 6.378000983627378e-01;216.707951920666716; 4.441272996847170e-02; 225.968186305739550; 2.03234431244111e-01;217.801865454233990
-5.0;20.0; 0.4; 0.1; 0.20;  5.0;10.0;    64292.9338195822128910;  15.905279644021542;   179291.6505196239158977;  16.102413941082197;    7622.3804955660134510;  14.015706941031372;    28041.1418380434843129;  14.277888923763470; 8.2689532104061743e+02;  11.046062261612910; 3.62204135356661e+03;  11.046182236679950;    291.8946633615032624; 11.047910878916911; 1.310732841489716e+03; 11.040414075754049; 1.0046313417850236e+01;  11.197180980962248; 4.599194418335819e+01; 11.183497365708014; 3.476869122697643e+00;  11.209881107635056; 1.58857396476726e+01; 11.195417823251027
-5.0;20.0; 0.4; 0.1; 0.20;  5.0;40.0;   109932.2537948282842990;  14.966487468760825;   294421.5585297045763582;  15.251751584628980;    8528.9249414895366499;  12.710220658918089;    34625.2540286527946591;  12.835969085301564; 8.2617130532817134e+02;  10.872741815283517; 3.67146092651305e+03;  10.869031441375901;    288.0343385406193875; 10.877844359794366; 1.295236864180057e+03; 10.872452666233904; 9.8670196409733322e+00;  10.995226727265797; 4.498820683081011e+01; 10.987164244620391; 3.413918294828698e+00;  11.004687516762395; 1.55273890866406e+01; 10.996199726412456
-5.0;20.0; 0.4; 0.1; 0.20;  5.0;70.0;   148047.5777688687958289;  20.999707689226305;   389480.2626998442574404;  21.075356750724119;    8369.9264845998841338;  20.816604937981730;    34533.1672444800351514;  20.819122681776587; 7.7311180494701080e+02;  20.556576926362688; 3.37342748438390e+03;  20.552248792024898;    268.2391609863105373; 20.560222525902770; 1.179156444598940e+03; 20.555922271358462; 9.2059884035118316e+00;  20.610329533587560; 4.105403390529521e+01; 20.607034305161697; 3.167164976562547e+00;  20.625346677250750; 1.40759636918125e+01; 20.621742077565411
-5.0;20.0; 0.4; 0.1; 0.20; 10.0;10.0;   123287.1983921848150203;  21.731705807105502;   349781.7986473562777974;  21.924248771781752;    9436.0326459836232971;  18.553468746089035;    38092.1404909611374023;  18.834983016577915; 5.3357842042578989e+02;  14.522147254052186; 2.39326525564138e+03;  14.474634925124006;    186.8302041707694343; 14.557432256227193; 8.443983751416488e+02; 14.495301668266558; 6.6211372369425394e+00;  14.958111837456361; 3.024017272171728e+01; 14.903168109343396; 2.308373547309553e+00;  14.995298392111104; 1.05203383743209e+01; 14.939373083255274
-5.0;20.0; 0.4; 0.1; 0.20; 10.0;40.0;   175458.8077734931430314;  21.086614400213254;   492208.7509671630105004;  21.450313504018691;    9858.6338668493244768;  18.171064198496840;    41612.4046909979297197;  18.297514326561483; 5.3111126175016352e+02;  13.710142320875088; 2.38845302758133e+03;  13.631417670238854;    185.4158783784248783; 13.773740195584100; 8.375018282156494e+02; 13.685204694696996; 6.5665286994206165e+00;  14.388753386833194; 2.993728431090515e+01; 14.316827995017691; 2.289428758183044e+00;  14.442115023492221; 1.04116172285060e+01; 14.369084568689791
-5.0;20.0; 0.4; 0.1; 0.20; 10.0;70.0;   233645.4793981736293063;  22.964065909290643;   650831.9997513622511178;  24.681693529337974;    9876.0012557793543237;  22.074204136612288;    42246.8285850939282682;  22.091630645753472; 5.1730800939500705e+02;  20.952368632174306; 2.30763853045315e+03;  20.946924156130382;    180.2819955944624439; 20.961094793007859; 8.064173703603539e+02; 20.954943910451227; 6.3898052696089849e+00;  21.033513495596729; 2.886052979118501e+01; 21.026977616383416; 2.222403703463339e+00;  21.043597514495328; 1.00115500955326e+01; 21.036417276318481
-5.0;20.0; 0.4; 0.1; 0.20; 30.0;10.0;   190866.8538289606804028;  33.037328728277075;   650097.5585122623015195;  33.940227258244512;    4070.1813322126558887;  32.622392606607541;    18762.8770188545313431;  32.531978717375765; 2.1563737256205691e+01;  39.474166372041751; 1.01845641502613e+02;  39.304769471995321;      7.7493213731973816; 39.513804277521146; 3.653864947855417e+01; 39.339469970104410; 3.1922774283112471e-01;  39.668624269372977; 1.507241571232796e+00; 39.493577845561290; 1.071675268147950e-01;  39.708648989239776; 5.03752914759488e-01; 39.537389935364850
-5.0;20.0; 0.4; 0.1; 0.20; 30.0;40.0;   202338.2018452676129527;  32.939347229133062;   708431.8278508770745248;  34.052947562512735;    4068.6600846637420545;  32.706968825796132;    18771.1611143203626852;  32.585446870465525; 2.1480258761853623e+01;  39.718749041853016; 1.01415005233463e+02;  39.587269449264241;      7.7196841158295086; 39.767656780247748; 3.638475049660513e+01; 39.618598187146702; 3.1651402979408411e-01;  39.980726779089778; 1.495283678852866e+00; 39.733966606519040; 1.066891526028746e-01;  40.015111106818622; 4.98211381075224e-01; 39.767714963352631
-5.0;20.0; 0.4; 0.1; 0.20; 30.0;70.0;   219312.1067268690676428;  36.045086975460741;   809906.8620668948860839;  37.114373862623154;    4059.5355954264246066;  35.817706658902623;    18729.4679958746310149;  35.713061236832765; 2.1359638240372771e+01;  44.850516921384745; 1.00730382979053e+02;  44.819293125662277;      7.6746028322988114; 44.911590425720185; 3.613670395876555e+01; 44.879474315628833; 3.1250856009305061e-01;  44.579607061488261; 1.474633127245931e+00; 44.487728936514287; 1.042270614754680e-01;  44.460168987846671; 4.87935844486451e-01; 44.355560072935504
-5.0;20.0; 0.4; 0.1; 0.20; 60.0;10.0;    64103.7808057885195012;  41.824854509624913;   297811.1527334857964888;  41.940250357035410;     704.5237451447269450;  43.704034606145221;     3396.4746469050210180;  43.427634545254726; 1.0238728838439126e+01;  61.612405415694248; 4.97802349180159e+01;  61.031510793154141;      3.6961598113207499; 61.685080982317352; 1.794876135222889e+01; 61.078056913351887; 1.3550351855116019e-01;  61.282642570778457; 6.581873247154049e-01; 60.702103116914131; 3.999179153292630e-02;  62.233836836305159; 1.93881995963356e-01; 61.621595535624472
-5.0;20.0; 0.4; 0.1; 0.20; 60.0;40.0;    63964.3683174645193503;  41.887747251927060;   296545.4508043315145187;  42.034511990409761;     704.4436942674341253;  43.786286829806478;     3395.7046604548536379;  43.506163140126255; 1.0236328921330090e+01;  62.060687774035074; 4.97671330237015e+01;  61.467350474481250;      3.6952228122909792; 62.137165264724672; 1.794305889756196e+01; 61.516187083539130; 1.3531699649605369e-01;  61.680087255660119; 6.580644395967464e-01; 61.050551262670950; 4.004591950185920e-02;  62.624629941835153; 1.93506026016984e-01; 61.904526022463081
-5.0;20.0; 0.4; 0.1; 0.20; 60.0;70.0;    63931.3338015128974803;  44.747245065059630;   296796.6641267975792289;  44.915429260386873;     703.6923395419138387;  47.097391284504702;     3390.8566669736051153;  46.721135672555967; 1.0227225182122810e+01;  68.387911509394030; 4.97130109064448e+01;  67.969284050003125;      3.6922004235392132; 68.483016251740864; 1.792374252724838e+01; 68.017786690420650; 1.3510194753840141e-01;  67.532141004398909; 6.560924260258942e-01; 67.180441582675130; 3.994936690862760e-02;  67.908664096737255; 1.93608430282533e-01; 67.513232473366969
-5.0;20.0; 0.4; 0.1; 0.20;200.0;10.0;      812.1653978573432369; 116.846484099882957;     4143.5247886334473151; 114.689531027683984;       8.7822922177221621; 117.206850525723198;       44.4794390328834908; 115.403728122160800; 1.0566810892945018e+00; 117.914201530250736; 5.34384371254031e+00; 116.137561410687738;      0.3840547631367300;117.897931906190323; 1.941064075967155e+00;116.003723297166744; 1.1797702850250001e-02; 119.670973712256384; 5.908726122160050e-02;117.674013248874644; 2.213395053931200e-03; 134.255982728108165; 1.08387600492903e-02;129.770100883795010
-5.0;20.0; 0.4; 0.1; 0.20;200.0;40.0;      812.8388551209742445; 117.021276360216959;     4147.2054437075021269; 114.620948169261354;       8.7893917591608464; 117.421191022709820;       44.5185750173335819; 115.407538672018674; 1.0573620776604007e+00; 118.204742452947158; 5.34828805766513e+00; 116.207053131311397;      0.3843627073924157;118.176058442956077; 1.942325111351484e+00;116.026066346027321; 1.1717973814929899e-02; 120.064211671422299; 5.934473480355160e-02;118.217757900322880; 2.165118757315300e-03; 140.323244893699325; 1.02579815718213e-02;122.638517841490582
-5.0;20.0; 0.4; 0.1; 0.20;200.0;70.0;      812.9500837083751321; 118.207561458618159;     4147.7158967870591368; 116.175936720341880;       8.7901897809730851; 118.551046711108199;       44.5232856135578317; 116.806957108281196; 1.0574257145968486e+00; 119.253682081665360; 5.34836412940525e+00; 117.515157668529142;      0.3844797408387571;119.189950701367380; 1.942845910187703e+00;117.381875317562844; 1.1783805128496900e-02; 120.862095052609803; 5.891463688824700e-02;118.424670251658398; 1.799389237498600e-03; 132.606563282921940; 1.04510867582845e-02;126.434125542260162
-5.0;20.0; 0.4; 0.1; 0.40;  5.0;10.0;    65866.1389755830896320;  14.956168289266319;   175481.8893906608573161;  15.039392508424712;    6107.6164123161070165;  13.707208920940850;    25147.6496045005987980;  13.786985038925012; 6.5982296075477427e+02;  11.312608420480228; 3.02157401172589e+03;  11.303657617640528;    228.8397810554127716; 11.313964435715141; 1.058660961661266e+03; 11.300594798552316; 7.7109563465686000e+00;  11.961600886196848; 3.602903318812473e+01; 11.851884889816027; 2.663139959040315e+00;  12.011275865873811; 1.24211692772721e+01; 11.899727151482864
-5.0;20.0; 0.4; 0.1; 0.40;  5.0;40.0;   169644.8048713582975324;  13.582582993119816;   458737.4339861972257495;  13.813276219512067;    6533.4511268640781054;  12.692523930486828;    29002.0579633485613158;  12.646261420035303; 6.5813346592339644e+02;  11.080499357483379; 3.03465741475930e+03;  11.072461034802130;    226.6577392617658688; 11.084525789051250; 1.047769361010954e+03; 11.075949541953380; 7.6170574867327581e+00;  11.203283018220072; 3.544630610377367e+01; 11.191070912505898; 2.626967846612355e+00;  11.211354766832434; 1.22082620316879e+01; 11.198692414335268
-5.0;20.0; 0.4; 0.1; 0.40;  5.0;70.0;   209171.2233911049552262;  21.052307969080168;   584601.0849381099687889;  21.177918958261102;    6311.1474999399988519;  20.907072093395875;    27920.3678155035267991;  20.902168441479020; 6.2174041775542560e+02;  20.625715876132176; 2.81398851101371e+03;  20.613306809023591;    213.6339062525506733; 20.628065609022595; 9.678328956106042e+02; 20.615713925118577; 7.1498248589040969e+00;  20.689873200545009; 3.267419337701245e+01; 20.677709714257471; 2.420670064910260e+00;  20.730783072680129; 1.10355634926580e+01; 20.716475217757210
-5.0;20.0; 0.4; 0.1; 0.40; 10.0;10.0;   126321.1607218996068696;  20.638129666057463;   357655.0269465288147330;  20.899177472898529;    7541.0577924004273882;  18.158302179805364;    32432.3985318080085563;  18.189319932935700; 4.3555420182648419e+02;  14.920181018836864; 2.00905306496429e+03;  14.870432381671003;    151.6813853842490403; 14.955673213228105; 7.019943246756465e+02; 14.899317240852239; 5.0637856012815661e+00;  15.249990973977004; 2.361107062728333e+01; 15.190366898047964; 1.760901325751166e+00;  15.290320382784422; 8.19332432484536e+00; 15.230010499749463
-5.0;20.0; 0.4; 0.1; 0.40; 10.0;40.0;   242805.5258307836484164;  19.366078918317790;   704253.8394274722086266;  19.792538551321847;    7809.0093319890193015;  18.109551539753564;    34931.9483203182244324;  18.001852786612147; 4.3418158675441668e+02;  14.278292941731092; 2.00724026369385e+03;  14.205734047582617;    150.8239164329315543; 14.336659354466304; 6.976422253132278e+02; 14.261141784848929; 5.0281781752322026e+00;  14.729237565309925; 2.340750850239668e+01; 14.653666222754918; 1.748409468272304e+00;  14.785347559277900; 8.12532789252102e+00; 14.708955265996163
-5.0;20.0; 0.4; 0.1; 0.40; 10.0;70.0;   296718.9823809611261822;  23.730592166339733;   881565.3364659840008244;  26.729454246430155;    7735.3857443110655367;  22.402765934910040;    34659.1693851349482429;  22.399041544425128; 4.2327168207309342e+02;  21.072554166221600; 1.93958238572308e+03;  21.063819516728909;    146.8673081957471993; 21.083809490285351; 6.727797804126051e+02; 21.074579862934577; 4.8830479242604259e+00;  21.183111709753693; 2.252794363640837e+01; 21.171639525945320; 1.681542408705161e+00;  21.205388269389640; 7.73963246675840e+00; 21.192313702146123
-5.0;20.0; 0.4; 0.1; 0.40; 30.0;10.0;   135217.9616702385828830;  30.053569776939625;   515330.2036984651931562;  30.911506722512559;    2381.9234975430599661;  30.333284943565413;    11219.6470856900032231;  30.177752936604325; 1.3402383543063335e+01;  37.110856967056691; 6.43177902255508e+01;  36.859504653496025;      4.8210172718633402; 37.157888674576931; 2.310458205571910e+01; 36.899095847407217; 2.1471687524827879e-01;  36.324145931526864; 1.029215533815301e+00; 36.050416589229059; 6.851942553767550e-02;  36.662717429573597; 3.26022997309321e-01; 36.397168608654077
-5.0;20.0; 0.4; 0.1; 0.40; 30.0;40.0;   148067.4356295369798318;  29.113643241163441;   605477.0774173452518880;  29.825997103192208;    2381.6025450198039835;  30.000254643232005;    11232.4312576077882113;  29.805143289718099; 1.3376355304596322e+01;  38.616522166911501; 6.41775080850890e+01;  38.454572726532838;      4.8114951380853892; 38.663621126677263; 2.305295567670519e+01; 38.496249409334887; 2.1406295086684640e-01;  37.715578244981074; 1.023006909486890e+00; 37.521961075819718; 6.786476969720349e-02;  37.893240206612937; 3.23691105890969e-01; 37.696748100926719
-5.0;20.0; 0.4; 0.1; 0.40; 30.0;70.0;   153761.7161248673510272;  35.220698577048886;   652088.3300166405970231;  35.984285178361922;    2374.7254724592730781;  35.230981876486041;    11194.3865866316791653;  35.135795361583043; 1.3324510950787998e+01;  51.332894783493344; 6.38649936733231e+01;  51.451743523079600;      4.7888842762522357; 51.437670129051128; 2.292643081786764e+01; 51.554934465410753; 2.0854628678992990e-01;  47.753630556399173; 9.973590297211788e-01; 47.788247707166889; 6.352282883793860e-02;  47.819301423172611; 3.04070448611838e-01; 47.704195159209348
-5.0;20.0; 0.4; 0.1; 0.40; 60.0;10.0;    35560.2392873189091915;  41.324764686106398;   172474.3882295371440705;  41.382965778085619;     337.5908874326509022;  42.778521391951934;     1658.5317138059147055;  42.709786159850204; 7.6370980015006387e+00;  53.659148170188899; 3.78662388579805e+01;  53.385098947362572;      2.7667094388391531; 53.693269026446359; 1.371175268095791e+01; 53.410394700767007; 9.5171598564804297e-02;  53.127081619950630; 4.708723680098791e-01; 52.824488213783184; 2.510147986310550e-02;  53.781127785126749; 1.23584393500331e-01; 53.365816496605731
-5.0;20.0; 0.4; 0.1; 0.40; 60.0;40.0;    35551.9102510096927290;  41.558362584520985;   172393.6744747995689977;  41.626532453133429;     337.5751581374661328;  43.049072099317087;     1658.3564445166794030;  42.983655730021091; 7.6372676999978353e+00;  54.836476785313891; 3.78660662336468e+01;  54.620973142413391;      2.7669764213886183; 54.869974328510132; 1.371120554960083e+01; 54.646529904399067; 9.5000437149530007e-02;  54.306890279005259; 4.699126937498799e-01; 54.057904685519610; 2.514317302836460e-02;  54.717517319289222; 1.23265477359051e-01; 54.349385896597560
-5.0;20.0; 0.4; 0.1; 0.40; 60.0;70.0;    35538.9972486741680768;  46.909285920164102;   172393.1711373535217717;  47.077837007672649;     337.2847747504084737;  49.080788318748809;     1656.3906571251727655;  49.049878769590627; 7.6307474741185422e+00;  67.404324758681753; 3.78227697101702e+01;  67.290515951988951;      2.7623009352072807; 67.453081703509383; 1.369115186856526e+01; 67.333237408358571; 9.3439503558952003e-02;  66.563953246567792; 4.634817058734214e-01; 66.427800485248412; 2.332330293775630e-02;  66.314605634593178; 1.16594570917593e-01; 66.171585030845719
-5.0;20.0; 0.4; 0.1; 0.40;200.0;10.0;       27.7645993412882106; 111.759028085561766;      100.6664359039682637; 101.094094945127040;       0.4211002376580123; 104.035603895335925;        1.0053875241401971;  97.398858955694706; 5.5941987351176101e-02; 105.099771404993575; 1.34007684815110e-01;  98.301988383649856;      0.0199300644528961;107.119832693243325; 4.563134072850120e-02;100.397575885037725; 7.0512651420670004e-04; 148.328094902734961; 2.308484729083500e-03;162.544884189508906; 2.603994181095000e-04; 171.640674030291166; 6.93423169572600e-04;191.904190431185896
-5.0;20.0; 0.4; 0.1; 0.40;200.0;40.0;       27.7929506936643307; 111.586277830737799;      100.7892976159460829; 101.423486090595944;       0.4213818493882711; 104.123521692762694;        1.0062418682984888;  97.809055392591318; 5.5984411975474900e-02; 104.729093016256513; 1.33877485106055e-01;  97.966112427275036;      0.0197859670220883;105.782207105466995; 4.567230243472070e-02; 98.090390690955005; 7.7534658201149997e-04; 154.225172951768627; 2.685917593534500e-03;163.170306331552837; 3.364711582314000e-04; 186.968311149788406; 6.49535627194600e-04;204.179129884703030
